Employee ID,Gender,Days in Company,Office,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
fffe31003100300033003300,Female,634,Rio de Janeiro,No,2,3.0,5.3,
fffe3900300038003700,Female,461,Sao Paulo,Yes,3,5.0,7.1,0.49
fffe31003800390035003800,Male,373,Sao Paulo,Yes,2,5.0,7.1,0.53
fffe360039003100,Male,428,Rio de Janeiro,No,1,,4.6,0.34
fffe31003700320032003400,Male,626,Rio de Janeiro,No,4,7.0,5.8,0.55
fffe32003600310033003500,Female,648,Rio de Janeiro,No,2,3.0,6.2,0.48
fffe33003100320037003200,Male,451,Rio de Janeiro,No,2,4.0,5.6,0.32
fffe33003300350037003100,Female,389,Rio de Janeiro,No,3,6.0,7.5,0.62
fffe31003000350036003700,Female,639,Rio de Janeiro,No,2,3.0,3.5,0.23
fffe3400310032003600,Male,439,Rio de Janeiro,Yes,3,5.0,5.5,0.42
fffe3600300032003200,Male,491,Rio de Janeiro,Yes,3,6.0,6.2,0.53
fffe3600300038003300,Male,451,Rio de Janeiro,Yes,2,3.0,,
fffe3700340039003200,Female,710,Rio de Janeiro,No,1,3.0,,0.43
fffe32003300330032003600,Male,487,Sao Paulo,Yes,4,8.0,7.9,0.82
fffe32003000320032003100,Male,526,Rio de Janeiro,No,3,5.0,5.6,0.41
fffe33003100350037003300,Female,482,Rio de Janeiro,No,5,9.0,8.3,0.89
fffe31003500330037003500,Female,435,Rio de Janeiro,Yes,4,9.0,7.1,0.72
fffe32003300390034003100,Male,624,Sao Paulo,Yes,1,2.0,5.8,0.42
fffe33003000380038003900,Female,440,Rio de Janeiro,Yes,2,3.0,3.5,0.26
fffe33003400350034003300,Male,653,Sao Paulo,Yes,1,1.0,4.9,0.27
fffe33003400370038003000,Female,603,Sao Paulo,Yes,2,4.0,2.5,0.19
fffe32003100370033003400,Male,442,Sao Paulo,Yes,2,,4.6,0.35
fffe3200350034003400,Female,658,Sao Paulo,Yes,2,4.0,5.5,0.31
fffe31003500320035003800,Female,726,Sao Paulo,No,2,5.0,5.4,0.35
fffe32003200310035003100,Female,603,Sao Paulo,No,2,4.0,5.1,0.39
fffe32003000390033003400,Female,656,Sao Paulo,Yes,2,4.0,,0.43
fffe31003300370038003600,Female,489,Rio de Janeiro,No,2,3.0,6.7,0.47
fffe33003300380030003400,Female,602,Rio de Janeiro,No,2,4.0,8.6,0.69
fffe3300350035003600,Male,515,Rio de Janeiro,No,3,7.0,8.4,0.76
fffe31003200320030003300,Female,678,Rio de Janeiro,Yes,2,3.0,,0.24
fffe3600300034003000,Female,561,Rio de Janeiro,No,2,3.0,5.3,0.39
fffe32003700330037003200,Male,562,Sao Paulo,No,0,1.0,3.6,0.16
fffe32003600390032003300,Male,404,Sao Paulo,No,4,6.0,8.3,0.62
fffe32003200390031003700,Male,639,Rio de Janeiro,No,3,6.0,6.7,0.53
fffe31003600310032003600,Female,511,Rio de Janeiro,Yes,1,1.0,0.5,0.0
fffe3900320039003900,Male,434,Rio de Janeiro,Yes,1,2.0,3.7,0.17
fffe3500370035003200,Female,490,Sao Paulo,No,2,4.0,5.0,0.29
fffe3500310037003300,Male,682,Sao Paulo,No,4,8.0,8.0,0.7
fffe31003100360035003900,Male,646,Rio de Janeiro,No,2,3.0,5.9,0.5
fffe31003000300033003300,Male,454,Rio de Janeiro,Yes,3,6.0,4.4,0.4
fffe31003600350033003200,Male,723,Sao Paulo,Yes,3,5.0,7.8,0.59
fffe3300380035003300,Female,723,Rio de Janeiro,No,3,6.0,6.8,0.5
fffe32003900370032003600,Female,596,Rio de Janeiro,Yes,0,2.0,3.5,0.29
fffe31003000330039003900,Female,711,Rio de Janeiro,Yes,1,,4.9,0.4
fffe32003000390030003600,Female,640,Sao Paulo,No,3,7.0,8.5,0.76
fffe33003300350031003500,Male,545,Rio de Janeiro,Yes,3,5.0,7.2,0.61
fffe31003800310038003300,Female,730,Sao Paulo,No,2,5.0,5.1,0.4
fffe32003500370038003300,Female,583,Sao Paulo,Yes,1,4.0,6.6,0.5
fffe32003200300037003700,Male,402,Sao Paulo,Yes,4,7.0,8.1,0.69
fffe33003300330037003200,Male,581,Rio de Janeiro,No,4,8.0,7.7,0.63
fffe31003500390038003200,Female,662,Rio de Janeiro,Yes,2,4.0,5.2,0.33
fffe32003600310033003800,Female,599,Rio de Janeiro,No,2,3.0,5.1,0.46
fffe3100300030003400,Female,705,Rio de Janeiro,Yes,1,3.0,6.2,0.5
fffe3200360035003200,Male,705,Rio de Janeiro,No,2,5.0,6.8,0.68
fffe32003300390031003000,Female,581,Sao Paulo,Yes,3,5.0,4.4,0.37
fffe32003900310033003000,Female,667,Sao Paulo,No,1,3.0,4.8,0.38
fffe32003600340031003000,Male,442,Rio de Janeiro,No,3,7.0,5.8,0.56
fffe31003500360038003700,Female,484,Sao Paulo,Yes,0,1.0,3.9,0.25
fffe33003000350039003000,Female,592,Rio de Janeiro,Yes,2,5.0,8.0,0.65
fffe33003300330030003800,Male,395,Rio de Janeiro,Yes,1,2.0,5.3,0.38
fffe32003200380039003600,Female,438,Rio de Janeiro,Yes,2,4.0,5.0,0.31
fffe3500330038003400,Male,597,Rio de Janeiro,No,4,7.0,8.0,0.64
fffe31003000320030003600,Male,591,Rio de Janeiro,No,2,5.0,7.4,0.65
fffe3700360034003900,Female,613,Sao Paulo,Yes,2,2.0,3.5,0.29
fffe32003700340039003400,Male,709,Rio de Janeiro,Yes,1,4.0,5.5,0.35
fffe32003800360034003200,Male,414,Rio de Janeiro,No,2,6.0,6.3,0.52
fffe32003800340038003600,Male,387,Rio de Janeiro,No,4,7.0,7.6,0.57
fffe31003300350033003400,Female,406,Rio de Janeiro,No,4,6.0,7.3,0.62
fffe32003900330038003500,Female,663,Sao Paulo,No,3,7.0,5.9,0.57
fffe31003900300031003300,Male,545,Rio de Janeiro,Yes,3,4.0,6.6,0.48
fffe3600300036003900,Female,706,Rio de Janeiro,Yes,4,8.0,6.7,0.66
fffe31003700370032003200,Male,532,Sao Paulo,Yes,3,,,0.54
fffe3600380039003700,Male,616,Rio de Janeiro,Yes,2,3.0,5.4,0.43
fffe33003000360034003200,Male,629,Rio de Janeiro,No,3,7.0,6.5,0.61
fffe32003600320037003000,Female,619,Rio de Janeiro,No,1,3.0,4.5,0.36
fffe31003900310033003600,Female,539,Rio de Janeiro,Yes,0,1.0,2.8,0.23
fffe31003700370039003700,Male,557,Rio de Janeiro,Yes,4,7.0,,0.65
fffe31003300360034003600,Male,485,Rio de Janeiro,Yes,1,4.0,5.0,0.39
fffe33003000380039003200,Male,719,Sao Paulo,No,2,6.0,6.3,0.56
fffe32003000340036003500,Male,506,Rio de Janeiro,No,1,2.0,6.0,0.36
fffe3200310032003000,Male,402,Rio de Janeiro,Yes,2,6.0,7.1,0.55
fffe31003700340034003400,Male,394,Rio de Janeiro,Yes,2,4.0,,0.4
fffe33003300340037003300,Female,682,Sao Paulo,Yes,2,3.0,4.5,0.28
fffe31003100360036003000,Female,617,Rio de Janeiro,No,2,5.0,,0.67
fffe31003300380038003600,Female,606,Sao Paulo,No,2,4.0,6.3,0.45
fffe31003700380034003000,Male,569,Rio de Janeiro,Yes,4,,7.1,0.72
fffe32003400350030003400,Female,713,Rio de Janeiro,Yes,2,5.0,6.7,0.51
fffe3300340034003800,Male,442,Sao Paulo,Yes,3,7.0,6.5,0.56
fffe31003900320037003300,Male,543,Rio de Janeiro,Yes,4,,7.6,0.6
fffe32003600380032003000,Male,425,Rio de Janeiro,Yes,4,9.0,8.9,0.82
fffe3900390031003300,Female,730,Sao Paulo,Yes,1,1.0,0.0,0.0
fffe31003400310032003000,Female,711,Sao Paulo,Yes,1,2.0,4.4,0.26
fffe31003100310033003800,Female,507,Rio de Janeiro,No,2,4.0,6.7,0.43
fffe3600340033003500,Female,414,Rio de Janeiro,No,5,10.0,7.5,0.74
fffe3200350038003900,Female,375,Sao Paulo,No,3,6.0,7.3,
fffe32003200340032003400,Male,722,Rio de Janeiro,No,4,8.0,7.9,0.77
fffe3400370036003300,Male,626,Rio de Janeiro,Yes,1,2.0,4.7,
fffe32003500390039003100,Female,711,Rio de Janeiro,No,2,4.0,5.4,0.43
fffe31003600340031003700,Male,469,Rio de Janeiro,No,4,9.0,8.4,0.89
fffe31003800340032003000,Male,440,Rio de Janeiro,Yes,2,5.0,8.5,0.72
fffe31003800320038003100,Female,659,Rio de Janeiro,No,2,4.0,7.3,0.67
fffe32003200360038003400,Male,467,Rio de Janeiro,No,4,7.0,,0.67
fffe3400380031003100,Female,465,Rio de Janeiro,No,2,,4.7,0.33
fffe3900310033003900,Female,683,Sao Paulo,No,0,2.0,1.8,
fffe3600310031003000,Male,663,Sao Paulo,No,3,7.0,6.1,
fffe32003000380036003500,Male,688,Sao Paulo,Yes,2,4.0,4.2,0.29
fffe32003200370038003800,Female,399,Sao Paulo,No,1,3.0,5.5,0.32
fffe32003800380036003000,Male,601,Rio de Janeiro,No,2,5.0,7.2,0.65
fffe32003300370031003500,Female,647,Sao Paulo,Yes,3,6.0,7.0,0.53
fffe32003900380034003800,Female,717,Rio de Janeiro,Yes,3,5.0,4.7,0.33
fffe31003100300036003800,Female,698,Rio de Janeiro,Yes,1,3.0,6.3,0.47
fffe3100380039003700,Female,703,Rio de Janeiro,Yes,2,5.0,5.7,0.42
fffe32003600340038003600,Male,692,Rio de Janeiro,Yes,3,6.0,7.1,0.53
fffe33003300390030003800,Male,522,Sao Paulo,No,2,4.0,4.6,0.3
fffe32003600360035003200,Male,476,Sao Paulo,Yes,1,2.0,4.8,0.31
fffe3300380039003500,Male,471,Sao Paulo,Yes,1,4.0,5.4,0.38
fffe3900390030003100,Female,601,Rio de Janeiro,No,1,2.0,5.8,0.43
fffe31003300310030003900,Male,494,Rio de Janeiro,No,1,3.0,5.0,0.4
fffe33003300320033003800,Male,614,Rio de Janeiro,Yes,2,5.0,6.9,0.61
fffe31003700310031003000,Male,591,Rio de Janeiro,Yes,2,3.0,5.4,0.32
fffe32003000340033003000,Male,705,Sao Paulo,Yes,2,3.0,4.1,0.31
fffe32003200380039003300,Female,555,Rio de Janeiro,Yes,3,5.0,5.6,0.36
fffe3200330031003300,Male,650,Rio de Janeiro,Yes,1,2.0,1.9,0.13
fffe31003100370031003900,Male,452,Rio de Janeiro,No,4,9.0,,0.74
fffe31003200350035003700,Female,375,Sao Paulo,No,1,2.0,4.8,
fffe3200330037003200,Male,527,Sao Paulo,Yes,1,1.0,4.4,0.29
fffe3500310032003800,Male,433,Sao Paulo,Yes,3,5.0,5.7,0.5
fffe31003700370036003200,Female,368,Sao Paulo,Yes,2,3.0,4.4,0.29
fffe32003900360034003500,Male,394,Sao Paulo,No,0,1.0,2.8,0.17
fffe3900360038003600,Female,601,Sao Paulo,Yes,2,3.0,5.3,0.29
fffe31003400330039003300,Male,480,Sao Paulo,No,0,1.0,3.0,0.1
fffe32003000360037003800,Male,502,Rio de Janeiro,No,2,5.0,7.4,0.54
fffe31003900380036003100,Male,444,Rio de Janeiro,No,3,,6.7,0.58
fffe3200320037003400,Female,455,Sao Paulo,No,1,3.0,6.0,0.4
fffe32003300390035003000,Female,705,Rio de Janeiro,Yes,3,4.0,6.4,0.47
fffe32003100340031003300,Male,667,Rio de Janeiro,No,4,8.0,8.5,
fffe32003600320033003000,Female,381,Sao Paulo,No,1,2.0,6.3,0.44
fffe31003100360031003600,Male,607,Rio de Janeiro,No,3,7.0,7.9,0.62
fffe3700350032003600,Male,598,Rio de Janeiro,No,3,4.0,4.9,0.44
fffe3400330032003700,Male,374,Rio de Janeiro,Yes,3,7.0,7.6,0.79
fffe31003200330037003100,Male,631,Rio de Janeiro,No,2,4.0,,0.35
fffe31003200310034003900,Female,414,Sao Paulo,Yes,2,6.0,7.4,0.63
fffe33003200300036003000,Male,477,Rio de Janeiro,Yes,2,2.0,4.5,0.29
fffe3100320035003100,Male,402,Sao Paulo,No,2,5.0,7.3,0.54
fffe3800340030003200,Male,482,Rio de Janeiro,Yes,4,,7.6,0.8
fffe31003300320037003000,Female,624,Rio de Janeiro,No,2,5.0,,0.51
fffe31003200370036003000,Female,466,Rio de Janeiro,Yes,3,6.0,,0.52
fffe3500300031003500,Male,461,Rio de Janeiro,No,3,7.0,6.5,0.6
fffe32003900310032003400,Male,377,Rio de Janeiro,No,4,6.0,6.4,0.63
fffe31003800340030003900,Female,607,Sao Paulo,No,3,7.0,7.7,0.6
fffe31003400350037003700,Female,561,Rio de Janeiro,Yes,2,5.0,4.6,0.4
fffe3900370037003900,Male,504,Sao Paulo,No,4,6.0,7.4,0.62
fffe31003700370031003400,Male,717,Rio de Janeiro,No,4,7.0,5.4,0.5
fffe3100340037003400,Male,659,Rio de Janeiro,No,4,7.0,10.0,0.9
fffe3900370031003300,Female,395,Rio de Janeiro,Yes,2,5.0,7.1,0.48
fffe3400360033003600,Female,646,Rio de Janeiro,No,3,5.0,5.8,0.43
fffe32003600390038003800,Female,626,Rio de Janeiro,Yes,2,3.0,4.0,0.34
fffe31003000350035003700,Female,521,Sao Paulo,No,2,5.0,6.5,0.53
fffe32003100360033003200,Female,692,Rio de Janeiro,No,5,8.0,8.6,0.89
fffe33003100300031003800,Male,495,Rio de Janeiro,Yes,2,4.0,3.4,0.23
fffe31003300300034003400,Male,397,Sao Paulo,No,2,3.0,3.3,0.21
fffe3300320030003700,Female,484,Rio de Janeiro,No,2,3.0,3.6,0.25
fffe32003700300039003400,Female,370,Rio de Janeiro,Yes,3,4.0,5.3,0.47
fffe31003200360030003600,Male,538,Rio de Janeiro,No,3,6.0,6.5,0.56
fffe31003900300037003800,Female,548,Sao Paulo,No,3,6.0,,0.55
fffe31003600370031003500,Male,622,Rio de Janeiro,No,0,1.0,3.5,0.13
fffe33003200320033003300,Female,665,Sao Paulo,Yes,3,5.0,6.4,0.4
fffe3100330032003500,Male,406,Rio de Janeiro,Yes,0,1.0,3.8,
fffe3900370039003300,Female,458,Rio de Janeiro,Yes,3,4.0,3.8,
fffe31003400370030003200,Female,565,Sao Paulo,No,3,7.0,7.6,0.76
fffe3900380033003300,Female,728,Rio de Janeiro,No,5,9.0,9.4,0.8
fffe32003600350030003500,Female,562,Rio de Janeiro,Yes,1,3.0,6.2,0.42
fffe3500350032003500,Male,582,Sao Paulo,No,3,6.0,8.1,0.68
fffe33003400390030003600,Female,467,Rio de Janeiro,No,4,7.0,7.4,0.59
fffe31003500380036003600,Female,694,Rio de Janeiro,No,2,6.0,9.0,0.76
fffe3600380031003400,Female,551,Rio de Janeiro,No,2,4.0,5.6,0.34
fffe3800370039003800,Female,366,Rio de Janeiro,No,3,5.0,7.2,0.54
fffe3100300036003500,Male,701,Rio de Janeiro,Yes,2,5.0,4.8,0.31
fffe32003500310038003700,Male,653,Rio de Janeiro,No,2,5.0,7.7,0.57
fffe3400350038003800,Female,574,Rio de Janeiro,Yes,3,7.0,,0.76
fffe3300390036003600,Male,627,Rio de Janeiro,No,2,5.0,,0.78
fffe31003200310033003400,Female,403,Rio de Janeiro,No,2,3.0,3.6,0.29
fffe31003400330035003600,Male,419,Rio de Janeiro,No,3,7.0,7.1,0.51
fffe31003000360039003400,Female,588,Rio de Janeiro,No,5,,,1.0
fffe3400310032003000,Male,516,Rio de Janeiro,No,2,4.0,6.1,0.51
fffe3100350036003200,Male,714,Rio de Janeiro,No,2,6.0,7.4,0.56
fffe32003300380034003500,Male,627,Rio de Janeiro,Yes,0,1.0,1.6,0.13
fffe3800310032003500,Male,519,Sao Paulo,Yes,2,3.0,4.0,0.27
fffe33003000370032003500,Male,718,Rio de Janeiro,No,3,7.0,6.1,0.58
fffe3100350035003500,Male,448,Sao Paulo,No,2,6.0,6.3,0.6
fffe31003100390034003500,Male,593,Rio de Janeiro,No,2,5.0,5.9,0.55
fffe31003300320038003200,Male,466,Sao Paulo,Yes,2,3.0,3.1,0.19
fffe31003200350032003900,Male,416,Rio de Janeiro,Yes,2,5.0,6.0,0.45
fffe3800340030003600,Female,430,Sao Paulo,Yes,3,,8.6,0.68
fffe32003900310039003700,Female,716,Rio de Janeiro,No,3,7.0,7.0,0.64
fffe3600390031003000,Female,541,Rio de Janeiro,Yes,4,9.0,9.0,0.74
fffe33003200380038003300,Male,370,Rio de Janeiro,Yes,3,5.0,6.7,0.46
fffe33003300380032003300,Male,708,Rio de Janeiro,No,3,5.0,6.3,0.51
fffe3200350033003700,Male,375,Sao Paulo,No,1,2.0,2.8,0.08
fffe3800330039003800,Male,639,Sao Paulo,No,3,5.0,,0.51
fffe31003000330039003500,Male,529,Rio de Janeiro,Yes,2,3.0,5.3,0.43
fffe3900330031003400,Male,585,Sao Paulo,Yes,2,3.0,2.4,0.18
fffe31003800350034003100,Female,508,Rio de Janeiro,Yes,3,5.0,6.9,0.69
fffe33003400340032003500,Female,397,Sao Paulo,Yes,3,5.0,6.6,0.48
fffe31003900,Female,520,Rio de Janeiro,Yes,1,3.0,4.4,0.36
fffe32003800390030003000,Female,491,Rio de Janeiro,Yes,1,3.0,5.4,0.47
fffe3400370036003800,Female,566,Sao Paulo,No,3,7.0,7.6,
fffe32003900300037003700,Male,592,Rio de Janeiro,No,1,1.0,1.2,0.06
fffe3100330037003500,Female,502,Rio de Janeiro,No,3,5.0,8.2,0.66
fffe3100380035003000,Female,564,Rio de Janeiro,Yes,3,,6.9,0.49
fffe320039003900,Female,621,Rio de Janeiro,Yes,1,1.0,3.5,0.29
fffe32003400330030003500,Female,404,Rio de Janeiro,Yes,3,4.0,6.0,0.48
fffe32003000360033003500,Male,678,Sao Paulo,Yes,3,6.0,5.6,0.42
fffe32003400380038003300,Female,528,Rio de Janeiro,Yes,3,5.0,5.6,0.33
fffe3600360030003700,Male,559,Sao Paulo,Yes,3,6.0,5.0,0.33
fffe3900300035003700,Male,482,Rio de Janeiro,No,3,7.0,7.2,0.64
fffe3300370033003400,Female,405,Sao Paulo,No,4,9.0,8.8,0.72
fffe32003000320034003100,Female,670,Rio de Janeiro,Yes,4,6.0,,
fffe3700370033003400,Female,437,Rio de Janeiro,No,4,8.0,6.5,
fffe32003600380036003200,Female,556,Sao Paulo,Yes,2,5.0,4.7,0.39
fffe33003100390037003000,Female,372,Rio de Janeiro,No,1,3.0,6.7,0.45
fffe32003100360032003600,Female,676,Rio de Janeiro,No,1,3.0,,
fffe33003100370037003800,Female,629,Sao Paulo,No,2,5.0,7.3,0.63
fffe33003000330037003700,Female,407,Rio de Janeiro,Yes,3,4.0,5.8,0.45
fffe32003500300036003600,Male,729,Rio de Janeiro,No,5,8.0,8.4,0.72
fffe31003300340034003900,Male,557,Sao Paulo,No,3,8.0,8.9,0.71
fffe3400360032003500,Male,412,Sao Paulo,Yes,2,5.0,4.1,0.35
fffe32003000330030003800,Female,466,Rio de Janeiro,Yes,2,4.0,5.3,0.43
fffe31003600350037003100,Male,595,Sao Paulo,No,3,8.0,7.3,0.71
fffe32003500340030003700,Male,576,Rio de Janeiro,Yes,1,2.0,4.4,0.24
fffe32003700320034003400,Male,596,Rio de Janeiro,Yes,4,7.0,6.2,0.57
fffe32003300360034003900,Female,526,Rio de Janeiro,Yes,4,7.0,7.8,0.65
fffe32003800350031003900,Female,701,Sao Paulo,Yes,2,2.0,4.3,0.2
fffe32003700350037003700,Female,672,Sao Paulo,Yes,3,6.0,6.8,0.47
fffe33003100340030003400,Female,504,Rio de Janeiro,No,3,5.0,7.0,0.47
fffe3400330038003000,Female,395,Sao Paulo,No,2,4.0,6.7,0.57
fffe31003100330036003500,Male,426,Rio de Janeiro,No,4,9.0,8.3,0.78
fffe32003500320037003200,Female,604,Rio de Janeiro,Yes,3,4.0,7.1,0.49
fffe31003000380036003700,Female,479,Rio de Janeiro,No,2,6.0,,0.72
fffe32003600330032003100,Male,400,Rio de Janeiro,No,3,6.0,6.0,0.43
fffe31003600360036003800,Female,726,Rio de Janeiro,No,4,8.0,7.8,0.59
fffe31003700310038003500,Female,648,Rio de Janeiro,Yes,1,4.0,5.0,0.46
fffe32003500320031003900,Female,475,Rio de Janeiro,Yes,1,3.0,5.7,0.42
fffe3800320037003200,Female,471,Rio de Janeiro,No,2,4.0,5.1,0.33
fffe3100350036003100,Female,591,Sao Paulo,Yes,1,,3.9,0.25
fffe33003200330037003500,Female,694,Sao Paulo,Yes,3,5.0,5.8,0.39
fffe32003300340039003500,Male,681,Rio de Janeiro,No,3,6.0,6.9,0.55
fffe31003000380038003800,Male,478,Rio de Janeiro,Yes,3,7.0,7.5,0.54
fffe32003400330037003900,Female,556,Rio de Janeiro,Yes,2,3.0,4.3,0.24
fffe3200360031003600,Male,418,Rio de Janeiro,Yes,3,5.0,6.4,0.5
fffe31003400370036003500,Female,669,Rio de Janeiro,No,3,5.0,6.1,0.48
fffe3700340033003200,Male,529,Sao Paulo,No,3,7.0,,0.52
fffe31003500390031003700,Female,653,Rio de Janeiro,No,4,7.0,9.0,0.81
fffe31003900360039003400,Female,367,Rio de Janeiro,No,4,6.0,7.3,0.61
fffe31003000330031003700,Female,506,Rio de Janeiro,No,2,5.0,8.1,0.65
fffe33003100310031003000,Male,544,Sao Paulo,Yes,1,4.0,6.5,0.49
fffe3800320031003900,Female,447,Rio de Janeiro,Yes,2,2.0,4.4,
fffe32003400340035003800,Female,479,Rio de Janeiro,No,3,7.0,6.3,0.52
fffe32003500310035003000,Female,394,Rio de Janeiro,No,0,1.0,2.1,0.07
fffe31003100320033003500,Female,604,Rio de Janeiro,Yes,0,2.0,2.8,0.22
fffe3100390039003600,Female,482,Rio de Janeiro,Yes,1,2.0,4.1,0.19
fffe3800370039003500,Female,669,Rio de Janeiro,Yes,2,3.0,,0.35
fffe32003300380032003600,Male,684,Sao Paulo,No,2,4.0,4.2,0.35
fffe390039003700,Female,651,Rio de Janeiro,Yes,1,,4.2,0.31
fffe33003300310038003100,Female,481,Rio de Janeiro,No,5,9.0,9.0,0.83
fffe31003300330033003400,Male,568,Rio de Janeiro,Yes,4,7.0,7.2,0.51
fffe32003300380038003300,Female,484,Rio de Janeiro,No,2,3.0,6.2,0.43
fffe31003700390036003600,Male,372,Rio de Janeiro,Yes,2,5.0,6.5,0.48
fffe32003500310037003400,Female,396,Rio de Janeiro,Yes,3,5.0,5.9,0.49
fffe3700320034003600,Female,598,Sao Paulo,No,3,,,0.56
fffe3600360037003300,Female,573,Rio de Janeiro,No,2,5.0,7.2,0.67
fffe3100360034003500,Female,510,Sao Paulo,No,2,5.0,6.5,0.51
fffe32003200320031003300,Male,375,Sao Paulo,Yes,1,3.0,,0.57
fffe31003200330030003100,Male,480,Sao Paulo,No,1,5.0,6.4,0.51
fffe33003400370036003900,Female,536,Sao Paulo,No,2,4.0,6.3,0.61
fffe33003200310037003700,Female,488,Sao Paulo,No,2,6.0,7.8,0.61
fffe33003400380032003900,Female,531,Rio de Janeiro,No,4,8.0,8.7,0.75
fffe3200390036003300,Female,621,Rio de Janeiro,No,3,6.0,,
fffe32003700350035003100,Female,497,Rio de Janeiro,Yes,3,7.0,7.2,0.52
fffe32003400320030003100,Male,723,Sao Paulo,Yes,3,8.0,8.6,0.83
fffe31003200310037003400,Female,601,Rio de Janeiro,Yes,1,2.0,3.1,0.26
fffe3600300030003800,Male,721,Rio de Janeiro,Yes,2,4.0,,0.17
fffe3400360034003200,Female,717,Rio de Janeiro,Yes,2,2.0,1.0,0.06
fffe32003400380033003500,Male,499,Rio de Janeiro,No,4,8.0,8.0,0.72
fffe32003600350037003900,Male,567,Rio de Janeiro,No,3,6.0,6.1,0.41
fffe33003000370035003000,Female,729,Rio de Janeiro,Yes,3,5.0,5.3,0.47
fffe32003200350030003500,Male,517,Rio de Janeiro,No,4,6.0,7.2,0.67
fffe32003500380030003600,Female,610,Rio de Janeiro,No,2,7.0,7.9,0.72
fffe3900350037003100,Male,670,Rio de Janeiro,No,1,3.0,6.3,0.54
fffe33003000320032003500,Male,475,Rio de Janeiro,No,3,5.0,7.7,0.63
fffe3600370030003600,Male,442,Rio de Janeiro,Yes,3,,6.5,0.63
fffe33003100370033003900,Female,557,Rio de Janeiro,No,2,4.0,5.8,0.49
fffe33003000370031003400,Female,721,Sao Paulo,No,3,6.0,7.3,0.5
fffe31003100300032003900,Male,491,Rio de Janeiro,No,2,,6.9,
fffe33003100390036003800,Female,583,Sao Paulo,No,3,5.0,6.2,0.53
fffe3900380032003400,Male,457,Sao Paulo,Yes,3,7.0,8.9,0.73
fffe32003000320030003800,Female,713,Rio de Janeiro,No,2,4.0,7.6,0.62
fffe32003700370032003800,Female,574,Sao Paulo,No,4,6.0,7.4,0.57
fffe31003200330035003700,Female,439,Sao Paulo,No,3,7.0,8.0,0.7
fffe31003400340037003100,Male,666,Sao Paulo,No,1,,7.5,0.53
fffe32003400340033003300,Female,494,Rio de Janeiro,Yes,4,7.0,6.8,0.69
fffe33003200340035003200,Female,543,Rio de Janeiro,Yes,3,4.0,5.9,0.4
fffe33003400380033003300,Male,671,Rio de Janeiro,No,2,4.0,6.4,0.63
fffe32003000340030003900,Female,407,Rio de Janeiro,Yes,1,4.0,4.3,0.35
fffe33003300390035003400,Male,455,Rio de Janeiro,Yes,2,5.0,5.3,0.43
fffe31003500390032003400,Female,694,Rio de Janeiro,Yes,4,8.0,8.9,0.84
fffe31003900310031003600,Female,516,Sao Paulo,No,1,3.0,,0.26
fffe33003300380034003600,Male,596,Rio de Janeiro,Yes,1,1.0,3.4,0.25
fffe3100380034003100,Male,562,Rio de Janeiro,No,2,4.0,5.7,0.35
fffe3500390039003800,Female,545,Rio de Janeiro,No,3,,,0.5
fffe31003200380034003900,Male,676,Rio de Janeiro,No,1,1.0,2.1,0.17
fffe33003000310035003400,Male,451,Rio de Janeiro,No,1,4.0,5.2,0.42
fffe3700310033003600,Female,394,Rio de Janeiro,Yes,2,4.0,6.6,0.44
fffe32003500300039003200,Female,395,Rio de Janeiro,Yes,1,3.0,5.5,0.39
fffe31003400370035003700,Male,491,Sao Paulo,Yes,1,2.0,3.4,0.16
fffe32003500350039003600,Male,498,Sao Paulo,No,2,5.0,5.4,0.33
fffe32003800340033003500,Female,408,Rio de Janeiro,No,3,5.0,6.3,0.59
fffe32003300320036003300,Female,574,Rio de Janeiro,No,4,6.0,7.4,0.66
fffe31003100390038003300,Male,526,Sao Paulo,Yes,2,5.0,6.4,0.48
fffe3200310036003100,Female,519,Rio de Janeiro,Yes,1,1.0,0.6,
fffe31003300330030003600,Female,540,Sao Paulo,Yes,3,6.0,4.8,0.43
fffe3900320033003700,Male,504,Sao Paulo,Yes,2,4.0,4.7,0.4
fffe320031003500,Female,682,Rio de Janeiro,No,3,7.0,,0.68
fffe32003100310038003100,Female,547,Rio de Janeiro,No,2,4.0,3.6,0.22
fffe33003000340038003300,Male,518,Rio de Janeiro,Yes,3,7.0,6.9,0.62
fffe3200360034003800,Male,664,Sao Paulo,No,1,1.0,,
fffe33003100330039003000,Female,664,Sao Paulo,Yes,1,3.0,5.5,0.31
fffe3300360035003900,Male,534,Rio de Janeiro,Yes,3,5.0,5.9,0.42
fffe32003800330038003100,Female,516,Sao Paulo,Yes,1,2.0,3.2,0.25
fffe3900340036003700,Female,418,Rio de Janeiro,No,1,2.0,5.4,0.37
fffe33003000320032003800,Male,619,Sao Paulo,Yes,2,3.0,5.3,0.47
fffe31003400310032003100,Male,607,Sao Paulo,No,2,,4.4,0.26
fffe31003500340039003900,Female,397,Rio de Janeiro,No,2,4.0,,0.6
fffe360036003400,Female,403,Sao Paulo,Yes,1,3.0,4.6,0.37
fffe31003300330039003000,Male,661,Rio de Janeiro,No,3,5.0,6.4,0.45
fffe32003400310030003200,Male,487,Sao Paulo,No,3,6.0,6.6,0.61
fffe31003200340032003300,Female,681,Rio de Janeiro,No,3,6.0,,0.55
